feature,coefficient
city_SELDOVIA,-0.004538011729925917
city_SEPTEMBER LAKE,-0.004925634555376879
city_SETTLERS BAY,-0.006966251696681868
city_SEWARD,0.022126550589044676
city_SHAGELUK,-0.013035962307375984
city_SHAKTOOLIK,0.018400821367415356
city_SHANIN LAKE,-0.00492563455537688
city_SHAW CREEK,0.0
city_SHEENJEK RIVER,-0.004925634555376883
city_SHEEP MOUNTAIN,-0.006966251696681866
city_SHELDON POINT,-0.009852764869714627
city_SHELL LAKE,-0.0049256345553768816
city_SHELLERBAGER PS,-0.004925634555376883
city_SHEMYA,0.033348061268490936
city_SHESHALIK,-0.0049256345553768816
city_SHIRLEYVILLE,-0.00492563455537688
city_SHISHMAREF,-0.00985276486971462
city_SHISMAREF,-0.004925634555376879
city_SHOAL COVE,-0.00492563455537688
city_SHOTGUN HILLS,-0.00492563455537688
city_SHULIN LAKE,-0.00696625169668187
city_SITKA,0.0698151327219873
city_SIX MILE LAKE,-0.004925634555376881
city_SKAGWAY,0.03925528994670915
city_SKWEETNA,-0.0049256345553768816
city_SKWENTA,0.03394240088984787
city_SKWENTNA,-0.013729933189256156
city_SLANA,-0.01206834494621881
city_SLATE CREEK,-0.004925634555376883
city_SLEEPER BAY,-0.0049256345553768816
city_SLEEPY BAY,-0.004925634555376882
city_SLEETMUTE,0.007089543638114628
city_SMITH COVE,-0.004925634555376884
city_SNOW LAKE,-0.0049256345553768816
city_SOLDATNA,-0.004925634555376881
city_SOLDOTNA,-0.016908869852959998
city_SOLE LAKE,-0.004925634555376882
city_SOLOMON,-0.004925634555376882
city_SOUTH NAKNEK,-0.009852764869714625
city_SPARREVOHN,0.0032107736442733327
city_SPARREVOHN AFS,-0.004925634555376881
city_SPARROVAHN,-0.0049256345553768816
city_SQUAW LAKE,-0.004925634555376881
city_SQUIRREL RIVER,-0.004925634555376881
city_ST GEORGE,-0.004925634555376881
city_ST MARY'S,-0.0049256345553768816
city_ST MARYS,0.0
city_ST. GEORGE,0.03334806126849092
city_ST. MARY'S,-0.008532312826749997
city_ST. MARYS,0.03334806126849094
city_ST. MICHAEL,-0.0049256345553768816
city_ST. PAUL ISLAND,-0.00492563455537688
city_STARFISH,0.03334806126849093
city_STEBBINS,-0.00853231282675
city_STERLING,-0.0076393610135734235
city_STEVENS VILLAGE,-0.006966251696681868
city_STONEY RIVER,0.014277691342691579
city_STONY RIVER,-0.00985276486971462
city_SUCKLING HILLS,0.03334806126849092
city_SULATNA CROSS,-0.00492563455537688
city_SULATNA RIVER,-0.004925634555376882
city_SUMMIT LAKE,-0.004925634555376882
city_SUSITNA,-0.004925634555376879
city_SUSITNA RIVER,-0.00492563455537688
city_SUTTON,0.011021212917541372
city_SWEET LUCY LAKE,-0.0049256345553768816
city_SWIFT RIVER,0.0
city_SWIKSHAK BAY,0.033348061268490915
city_TAKOTNA,0.011021212917541379
city_TAKSLESUK LAKE,-0.004925634555376881
city_TALARIK CREEK,-0.004925634555376881
city_TALKEENTNA,-0.004925634555376881
city_TALKEETNA,-0.01824488755385274
city_TALKEETNA RIVER,-0.004925634555376881
city_TANACROSS,0.03334806126849093
city_TANANA,0.010107398258038667
city_TANUNAK,-0.0049256345553768816
city_TASNUNA VALLEY,-0.004925634555376882
city_TATITLEK,-0.006966251696681871
city_TATITNA,-0.0049256345553768816
city_TAYLOR ROAD,-0.00492563455537688
city_TEKANIKA RIVER,-0.004925634555376882
city_TELIDA,-0.00853231282675
city_TELLER,0.006042340454712325
city_TENAKEE SPRINGS,-0.011016283597647768
city_TETLIN,-0.008532312826750004
city_THEODORE CREEK,-0.0049256345553768816
city_THEODORE RIVER,0.006042340454712333
city_THEORDORE RIVER,-0.004925634555376881
city_THOMPSON PASS,-0.004925634555376881
city_THORNE BAY,-0.008532312826750005
city_TIGVARIAK ISL.,-0.004925634555376881
city_TIKCHIK LODGE,-0.004925634555376882
city_TIN CITY,-0.0049256345553768816
city_TOGIAK,-0.004538011729925916
city_TOGIAK RIVER,-0.004925634555376881
city_TOK,-0.026563008297905037
city_TOK JUNCTION,-0.0049256345553768816
city_TOKLAT,-0.004925634555376879
city_TOKOTNA,-0.004925634555376882
city_TOKSOOK BAY,-0.011016283597647768
city_TOLOVANA,-0.004925634555376881
city_TOLSONA LAKE,-0.004925634555376881
city_TOTATLANIKA RVR,-0.0049256345553768816
city_TOZITNA RIVER,-0.0049256345553768816
city_TRADING BAY,-0.011016283597647768
city_TRAPPER CREEK,0.024000828375707495
city_TRIMBLE RIVER / SKWENTNA,-0.004925634555376881
city_TRINITY LAKE,-0.004925634555376882
city_TULUKSAK,-0.012068344946218803
city_TUNTUTULIAK,0.02019346772069434
city_TUNUNAK,-0.00853231282675
city_TURNAGAIN,0.033348061268490936
city_TURNER LAKE,-0.0049256345553768816
city_TUTNA LAKE,0.018400821367415363
city_TWIN HILLS,0.01102121291754137
city_TWIN LAKE,0.0
city_TWO LAKES,-0.006966251696681868
city_TWO MOON BAY,-0.0069662516966818655
city_TWO RIVERS,-0.0049256345553768816
city_TYNOEK,-0.00492563455537688
city_TYONEK,-0.003613496163700431
city_TYRONE CREEK,0.0
city_UGANIK BAY,-0.00492563455537688
city_UGANIK PASS,-0.00492563455537688
city_UGANIK RIVER,-0.004925634555376881
city_UGASHIK,-0.006966251696681875
city_UMIAT,0.01102121291754137
city_UMNAC ISLAND,-0.0049256345553768816
city_UNALAKLEET,-0.01101628359764777
city_UNALASKA,0.02019346772069433
city_UNGALIKTHLUK RV,-0.004925634555376881
city_UNKNOWN,0.03334806126849093
city_UPPER COLLEEN,-0.00492563455537688
city_UPPER YANTARNI,-0.0049256345553768816
city_UTOPIA,-0.004925634555376881
city_VALDEZ,0.019246534908973323
city_VENETIE,-0.008532312826750002
city_VICTORY,-0.006966251696681872
city_VIEKODA BAY,-0.004925634555376883
city_VOGEL LAKE,-0.00492563455537688
city_VOLKMAR LAKE,0.0
city_W. CLAM GULCH,-0.0049256345553768816
city_W.POINT VILLAGE,-0.004925634555376881
city_WAINWRIGHT,0.029633566774498944
city_WALES,-0.00492563455537688
city_WASILLA,-0.001341042172368356
city_WASSILA-CHERI,-0.004925634555376881
city_WATANA LODGE,-0.004925634555376882
city_WHISKEY GULCH,-0.004925634555376881
city_WHITE MOUNTAIN,-0.01393673549686328
city_WHITTIER,0.05042530463156414
city_WILLIAMSPORT,-0.004925634555376878
city_WILLOW,0.016822585911674282
city_WIND RIVER,-0.006966251696681865
city_WINDY FORK,0.024000828375707505
city_WINDY FORK RIVE,-0.004925634555376881
city_WINDY FORKS STRIP,-0.0049256345553768816
city_WINDY RIDGE,0.0
city_WISEMAN,-0.004925634555376881
city_WOOD CREEK,-0.0049256345553768816
city_WOOD RIVER,-0.006966251696681866
city_WOODCHOPPER CRK,-0.0049256345553768816
city_WOODS RIVER,0.0333480612684909
city_WRANGELL,0.02473400257619256
city_WULIK RIVER,-0.0049256345553768816
city_WULIK RIVER STR,-0.0049256345553768816
city_YAKATAGA,-0.006966251696681867
city_YAKUTAT,0.006270770121711796
city_YANTARNI BAY,-0.00492563455537688
city_YELLOW JACKET,-0.004925634555376879
city_YENTA GLACIER,-0.004925634555376881
city_YENTNA,-0.004925634555376881
city_YENTNA RIVER,-0.006966251696681878
city_YUKI RIVER,-0.0049256345553768816
city_YUKON CHARLIE RIVER,-0.004925634555376882
city_YUKON RIVER,0.0
city_ZACHER BAY,-0.004925634555376881
