Latitude,Longitude,Make,Model,AmateurBuilt,PurposeOfFlight,WeatherCondition,EventMonth,InjuryBool,OccurredNearAirport,EventHour
61.213611,-149.844451,CESSNA,OTHER,0,PERS,VMC,10,0,1,10
60.32389,-150.050003,DEHAVILLAND,OTHER,0,Unknown,VMC,9,0,0,13
60.903057,-151.368606,EUROCOPTER,OTHER,0,POSI,VMC,9,0,0,9
64.035278,-145.733612,MAULE,M-5-210C,0,PERS,VMC,9,0,0,14
59.879165,-150.978057,OTHER,206L-1,0,Unknown,VMC,9,1,0,15
61.220832,-148.679168,PIPER,OTHER,0,PERS,VMC,9,0,0,17
64.169441,-147.778335,PIPER,PA-18,0,PERS,VMC,9,0,0,7
63.930278,-146.851943,AERONCA,15AC,0,PERS,VMC,9,0,0,19
62.47861,-143.920562,PIPER,PA-12,0,PERS,VMC,9,0,0,16
59.044723,-158.505554,CESSNA,207,0,Unknown,IMC,9,0,0,14
62.404724,-148.794448,PIPER,PA-18,0,OWRK,VMC,9,1,0,15
64.0,-155.833328,CESSNA,170,0,PERS,VMC,9,0,0,12
60.716667,-158.933334,CESSNA,T207,0,Unknown,VMC,9,0,0,15
67.50222,-148.519729,PIPER,PA-18-135,0,PERS,VMC,9,0,0,19
64.733886,-156.926391,OTHER,OTHER,1,PERS,VMC,9,0,0,11
60.982776,-149.125839,PIPER,PA-18-150,0,PERS,VMC,9,0,0,14
63.963333,-147.271118,CESSNA,207,0,Unknown,VMC,9,1,1,13
64.806945,-147.762496,BELLANCA,8GCBC,0,INST,VMC,8,0,1,17
64.036941,-147.5,PIPER,PA-22,0,PERS,VMC,8,0,0,16
64.738052,-158.940002,CESSNA,206,0,PERS,VMC,8,1,0,15
62.416667,-151.0,DE HAVILLAND,DHC-2,0,PERS,VMC,8,0,0,17
59.960834,-162.881393,CESSNA,207A,0,Unknown,VMC,8,1,1,17
59.235553,-155.226104,ROBINSON,R44,0,POSI,VMC,8,0,0,17
59.122222,-155.40306,CESSNA,U206G,0,Unknown,VMC,8,0,0,17
62.533332,-143.233337,PIPER,PA-18-150,0,PUBU,VMC,8,0,0,4
61.209537,-149.859619,CESSNA,207A,0,,VMC,8,0,1,10
70.194725,-148.46527,OTHER,OTHER,1,PERS,VMC,8,1,0,11
61.619117,-148.979614,PIPER,PA-18-150,0,PERS,VMC,8,0,0,9
57.656112,-135.330551,BEECH,OTHER,0,PERS,VMC,8,1,1,20
58.15139,-134.505279,CESSNA,182,0,PERS,IMC,8,1,0,15
62.216667,-141.399993,BELLANCA,8GCBC,0,PERS,VMC,8,0,0,13
61.2,-147.866668,CESSNA,182,0,PERS,VMC,8,0,0,11
62.104721,-150.10556,PIPER,OTHER,0,PERS,VMC,8,0,0,6
61.066665,-151.616668,PIPER,PA-18,0,PERS,VMC,8,0,0,16
65.07389,-164.665557,PIPER,PA-18,0,PUBU,VMC,8,0,0,15
61.581665,-159.54306,PIPER,PA-31-350,0,Unknown,VMC,8,1,1,14
55.426944,-131.842773,CESSNA,OTHER,0,PERS,VMC,8,1,1,18
61.213611,-149.844451,CESSNA,172,0,PERS,VMC,8,0,1,15
59.755279,-161.845275,CESSNA,207,0,POSI,VMC,7,0,1,13
61.179443,-149.983337,OTHER,OTHER,0,Unknown,VMC,7,0,1,9
61.213611,-149.844451,CESSNA,OTHER,0,PERS,VMC,7,0,0,12
56.959636,-158.579925,CESSNA,OTHER,0,PERS,VMC,7,0,0,17
59.753887,-154.911117,DEHAVILLAND,DHC-3,0,OWRK,VMC,7,0,0,12
60.878334,-152.081665,OTHER,OTHER,1,PERS,VMC,7,1,0,10
64.779167,-149.963333,CESSNA,150,0,PERS,VMC,7,0,0,23
57.580276,-157.571945,PIPER,PA-32-301,0,POSI,VMC,7,0,0,15
55.919044,-159.489868,CESSNA,185,0,OWRK,VMC,7,0,0,16
62.333332,-150.199996,PIPER,PA-12,0,PERS,VMC,6,0,0,12
61.270645,-149.789825,BELL,UH-1B,0,POSI,VMC,6,0,1,21
61.349998,-150.833328,BELLANCA,8GCBC,0,PERS,VMC,6,0,0,21
61.586666,-149.234725,PIPER,PA-18,0,PERS,VMC,6,1,0,15
60.479999,-151.066665,OTHER,OTHER,1,PERS,VMC,6,1,1,7
59.753887,-154.911117,PIPER,PA-18-150,0,PERS,VMC,6,0,1,8
61.518333,-147.31694,EUROCOPTER,OTHER,0,EXLD,VMC,6,0,0,9
61.856666,-151.398895,PIPER,PA-18,0,PERS,VMC,6,1,1,15
61.930557,-150.378616,PIPER,PA-18,0,PERS,VMC,6,0,0,15
61.41611,-149.508331,BELLANCA,7GCBC,0,INST,VMC,6,0,1,19
60.955001,-149.121673,LAKE,OTHER,0,PERS,VMC,6,0,1,12
59.468055,-161.784729,PIPER,PA-18,0,PERS,VMC,6,1,0,18
61.20222,-149.835281,CESSNA,OTHER,0,INST,VMC,6,0,1,21
64.815277,-147.526382,PIPER,PA-18-150,0,PERS,VMC,5,0,1,21
61.200553,-149.835281,PIPER,PA-18,0,PERS,VMC,5,0,1,9
62.320556,-150.093612,DE HAVILLAND,DHC-2,0,POSI,VMC,5,0,1,10
58.354999,-134.576385,DE HAVILLAND,DHC-2,0,Unknown,VMC,5,0,1,16
61.416389,-149.507217,CESSNA,172,0,PERS,VMC,5,0,1,8
60.531665,-150.99945,CHAMPION,7ECA,0,PERS,VMC,5,1,1,15
62.320556,-150.093612,CESSNA,185,0,PERS,VMC,5,0,1,13
61.186943,-149.96527,CESSNA,172,0,PERS,VMC,5,0,0,12
56.95,-158.0,CESSNA,OTHER,0,EXEC,VMC,4,0,1,8
62.75,-151.833328,DE HAVILLAND,DHC-3,0,Unknown,VMC,4,0,0,12
63.125,-142.518325,BELLANCA,7GCBC,0,INST,VMC,4,0,1,9
61.2,-149.833328,AERONCA,15AC,0,PERS,VMC,4,0,1,20
57.75,-152.493896,CESSNA,180,0,BUS,VMC,4,0,1,10
61.838333,-147.376937,EUROCOPTER,OTHER,0,Unknown,VMC,4,1,0,8
61.534999,-149.808334,PIPER,J5A,0,PERS,VMC,4,1,1,18
53.900276,-166.53334,GRUMMAN,G-21A,0,Unknown,VMC,4,1,1,15
61.571388,-149.967498,CESSNA,185,0,PERS,VMC,4,0,0,16
61.179443,-149.983337,OTHER,OTHER,0,POSI,VMC,4,0,1,12
59.616664,-157.511672,PIPER,PA-32,0,Unknown,IMC,4,1,0,14
57.566665,-157.024993,PIPER,PA-22,0,PERS,VMC,4,0,0,8
65.05194,-146.0475,CESSNA,180,0,PERS,VMC,3,0,1,19
61.416389,-149.507217,STINSON,108,0,PERS,VMC,3,1,1,15
64.709724,-162.762771,CESSNA,180,0,PERS,IMC,3,1,0,9
63.0,-156.0,CESSNA,185,0,PERS,VMC,3,0,1,14
62.299999,-153.316665,BELL,OTHER,0,OWRK,VMC,3,1,0,16
62.533332,-153.616668,PIPER,PA-18-150,0,INST,VMC,3,0,0,10
61.029724,-151.398605,CESSNA,170B,0,PERS,VMC,2,1,0,14
61.581665,-159.54306,OTHER,OTHER,0,POSI,VMC,2,0,1,19
60.149166,-164.285552,CESSNA,207,0,POSI,VMC,2,0,1,10
62.293334,-153.361938,DE HAVILLAND,DHC-2,0,POSI,VMC,2,0,1,12
53.906944,-166.549163,FAIRCHILD,OTHER,0,Unknown,VMC,1,0,1,12
61.581665,-159.541671,CESSNA,207,0,POSI,IMC,1,1,1,12
60.779724,-161.838058,CESSNA,208B,0,Unknown,VMC,1,1,1,14
57.750556,-152.468612,PIPER,PA-31-350,0,Unknown,VMC,1,1,1,13
65.765274,-147.390548,PIPER,PA-22-150,0,INST,VMC,12,0,1,15
61.95,-151.19667,CESSNA,185,0,PERS,VMC,12,0,0,14
0.0,0.0,CESSNA,208B,0,Unknown,VMC,12,1,1,8
0.0,0.0,BEECH,OTHER,0,Unknown,VMC,12,1,1,19
60.809722,-148.555282,OTHER,OTHER,0,Unknown,IMC,12,1,0,17
0.0,0.0,PIPER,PA-18-135,0,PERS,VMC,11,0,0,14
61.810913,-161.440536,AERONCA,OTHER,0,PERS,IMC,11,0,1,17
0.0,0.0,CESSNA,170B,0,PERS,VMC,11,0,0,10
61.639263,-149.28883,OTHER,8GCBC,0,PERS,VMC,11,0,1,17
0.0,0.0,CESSNA,150,0,INST,VMC,11,1,1,18
0.0,0.0,ROBINSON,R-22,0,OWRK,VMC,10,0,0,18
57.218887,-156.868057,PIPER,PA-18,0,OWRK,VMC,10,1,0,14
61.368331,-150.05194,PIPER,PA-18,0,PERS,VMC,10,0,0,16
0.0,0.0,TAYLORCRAFT,F-19,0,INST,VMC,10,0,1,14
0.0,0.0,BELL,206B,0,OWRK,VMC,10,1,0,11
61.578887,-159.21556,MAULE,OTHER,0,PERS,VMC,10,0,1,19
0.0,0.0,OTHER,GLASTAR,1,PERS,VMC,10,0,0,18
57.938056,-156.054992,DE HAVILLAND,DHC-2,0,Unknown,VMC,10,1,0,12
0.0,0.0,AVIAT,OTHER,0,PUBU,VMC,10,0,0,13
60.660907,-150.899963,HELIO,H-295,0,OWRK,VMC,9,1,0,16
0.0,0.0,CESSNA,172,0,PERS,VMC,9,1,0,19
61.055557,-151.22528,PIPER,OTHER,0,PERS,VMC,9,0,0,18
60.635833,-148.335006,CESSNA,180,0,PERS,VMC,9,1,0,13
0.0,0.0,CESSNA,U206,0,POSI,VMC,9,1,0,14
64.223335,-147.671951,PIPER,PA-18,0,PERS,VMC,9,1,0,11
60.048332,-147.899993,PIPER,PA-32,0,PERS,VMC,9,0,0,10
62.858333,-152.626663,OTHER,OTHER,0,FERY,VMC,9,1,0,13
60.566665,-149.875,PIPER,PA-22-150,0,PERS,VMC,9,0,0,17
0.0,0.0,PIPER,PA-18,0,OWRK,VMC,9,0,0,5
61.902221,-154.55194,CESSNA,185,0,Unknown,VMC,9,0,0,18
61.18,-149.971939,CESSNA,185,0,PERS,VMC,9,0,1,15
68.675552,-151.783889,OTHER,PA-18,0,PERS,VMC,9,0,0,10
0.0,0.0,PIPER,PA-18-150,0,PUBS,VMC,9,0,0,14
62.858333,-152.626663,OTHER,OTHER,0,Unknown,VMC,9,0,1,11
60.573055,-151.244995,CESSNA,150G,0,PERS,VMC,8,0,0,12
62.505001,-152.843338,CESSNA,180,0,PERS,VMC,8,0,0,10
60.781112,-151.908615,PIPER,PA-12,0,PERS,VMC,8,0,0,11
61.394443,-149.84555,PIPER,J-3,0,INST,VMC,8,0,0,9
59.205001,-154.97528,CESSNA,U206G,0,POSI,VMC,8,0,0,7
67.46833,-151.228332,MAULE,OTHER,0,PERS,VMC,8,0,0,14
64.300003,-149.116668,AERONCA,OTHER,0,PERS,VMC,8,0,0,8
0.0,0.0,CESSNA,207,0,POSI,VMC,8,0,0,18
0.0,0.0,DE HAVILLAND,DHC-2,0,Unknown,VMC,8,1,0,16
0.0,0.0,MAULE,M-7-235,0,INST,VMC,8,1,1,15
68.760002,-145.334716,MAULE,OTHER,0,PERS,VMC,8,1,0,15
0.0,0.0,PIPER,PA-18,0,PUBS,VMC,8,0,0,12
0.0,0.0,AERONCA,7AC,0,PERS,VMC,8,1,0,16
0.0,0.0,CESSNA,185,0,OWRK,VMC,8,0,0,8
0.0,0.0,CESSNA,185,0,POSI,VMC,8,0,0,16
62.323055,-150.083328,MAULE,OTHER,0,INST,VMC,8,0,0,14
61.666667,-151.53334,CESSNA,180,0,PERS,VMC,8,0,0,16
58.666667,-156.633331,PIPER,PA-18,0,PERS,VMC,8,0,0,15
57.051109,-135.34056,PIPER,OTHER,0,PERS,IMC,8,1,1,11
68.687774,-151.880828,PIPER,PA-18,0,BUS,VMC,8,0,0,10
62.255832,-149.900283,CESSNA,185E,0,OWRK,VMC,7,0,0,14
61.210418,-149.889694,BELL,206B,0,POSI,VMC,7,0,1,6
55.551387,-130.685562,DE HAVILLAND,DHC-2,0,Unknown,IMC,7,1,0,13
62.992221,-156.525283,LOCKHEED,OTHER,0,POSI,VMC,7,0,1,20
62.952777,-141.928894,BEECH,OTHER,0,PERS,VMC,7,0,1,11
58.088333,-156.136672,CHAMPION,7GCB,0,PERS,VMC,7,0,0,16
61.84111,-153.475555,HILLER,OTHER,0,POSI,VMC,7,0,0,15
60.809444,-152.532226,CESSNA,185F,0,PERS,VMC,7,1,0,15
0.0,0.0,PIPER,PA-18,0,PERS,VMC,7,0,0,16
0.0,0.0,PIPER,PA-31,0,POSI,VMC,6,0,1,17
64.823608,-147.905548,CESSNA,150,0,INST,VMC,6,1,1,10
61.210571,-149.88916,PIPER,PA-12,0,PERS,VMC,6,0,0,18
63.295555,-143.006103,CESSNA,OTHER,0,PERS,VMC,6,0,1,15
64.547225,-149.073883,PIPER,PA-20,0,PERS,VMC,6,0,1,14
53.971942,-166.850006,GRUMMAN,OTHER,0,POSI,VMC,6,0,1,14
61.521667,-149.540283,CESSNA,177RG,0,INST,VMC,6,1,1,11
61.210266,-149.249526,CESSNA,175,0,PERS,VMC,6,0,0,16
59.513889,-151.481384,CESSNA,206,0,Unknown,VMC,6,1,0,10
56.186943,-157.385559,BRITTEN-NORMAN,OTHER,0,Unknown,VMC,6,0,0,16
59.119998,-151.691665,CESSNA,206,0,PERS,VMC,6,1,0,13
61.096942,-160.969451,PIPER,PA-31-350,0,Unknown,VMC,6,0,1,7
56.961387,-133.910278,PIPER,PA-32-300,0,Unknown,VMC,6,0,1,14
65.136665,-159.224716,PIPER,PA-12,0,PERS,VMC,6,1,0,16
60.691387,-150.174438,CESSNA,170,0,PERS,VMC,6,0,0,15
64.301109,-149.120285,OTHER,OTHER,0,INST,VMC,6,0,1,9
62.455001,-148.601943,PIPER,PA-18,0,PERS,VMC,6,0,0,10
63.229167,-154.760284,DOUGLAS,OTHER,0,Unknown,VMC,5,0,1,11
64.24028,-147.721389,PIPER,PA-18,0,PERS,VMC,5,1,0,23
60.45861,-151.933609,PIPER,PA-32,0,PERS,VMC,5,0,0,9
62.946388,-148.044174,CESSNA,185,0,PERS,VMC,5,0,0,12
61.636665,-149.308883,CESSNA,170,0,PERS,VMC,5,1,1,14
61.1025,-148.998336,BELLANCA,OTHER,0,PERS,VMC,5,1,0,18
59.005554,-137.807495,CESSNA,A185F,0,Unknown,VMC,5,0,0,16
63.735,-146.59027,PIPER,PA-12,0,PERS,VMC,4,0,0,12
59.128055,-156.858612,BEECH,OTHER,0,Unknown,VMC,4,0,1,10
60.475555,-151.033889,PIPER,PA-22,0,PERS,VMC,4,0,1,8
61.174446,-149.996383,DE HAVILLAND,DHC-2,0,PERS,VMC,4,0,1,15
61.424167,-150.051666,CESSNA,150,0,INST,VMC,4,0,1,12
60.96611,-149.125839,CESSNA,177,0,PERS,VMC,3,0,1,18
61.400001,-149.512222,CESSNA,172,0,INST,VMC,3,0,1,12
58.426666,-135.704437,HUGHES,369D,0,Unknown,VMC,3,0,0,16
60.906112,-149.616668,TAYLORCRAFT,BC12-D,0,PERS,VMC,3,0,0,12
60.543888,-145.726669,CESSNA,402C,0,Unknown,VMC,2,0,1,8
55.919418,-159.490966,PIPER,PA-18-150,0,PERS,VMC,2,0,0,15
58.952499,-159.383331,AERO COMMANDER,OTHER,0,PERS,IMC,2,0,0,18
62.522777,-145.976669,PIPER,PA-12,0,PERS,VMC,2,1,0,9
64.543052,-149.276107,DOUGLAS,OTHER,0,OWRK,VMC,1,0,0,15
61.229999,-152.070831,PIPER,PA-18,0,PERS,VMC,1,0,0,18
60.681945,-151.72583,CESSNA,207A,0,Unknown,VMC,1,1,0,10
59.933055,-164.030548,CESSNA,207,0,Unknown,VMC,1,0,1,19
61.174446,-149.996383,BOEING,OTHER,0,Unknown,IMC,12,0,1,21
57.176387,-158.416671,PIPER,PA-32-301,0,Unknown,VMC,12,1,0,18
60.557777,-145.837783,CESSNA,OTHER,0,PERS,VMC,11,1,0,13
61.213611,-149.844451,PIPER,OTHER,0,PERS,VMC,10,0,1,16
60.335277,-162.666946,CESSNA,207,0,Unknown,IMC,10,1,1,14
61.416389,-149.507217,OTHER,OTHER,0,PERS,VMC,10,0,1,17
60.183334,-154.316665,PIPER,PA-32-260,0,OWRK,VMC,10,1,1,9
58.288055,-135.074722,CESSNA,OTHER,0,POSI,VMC,9,0,0,15
61.521667,-148.925003,CESSNA,172,0,PERS,VMC,9,0,0,12
60.24139,-156.404449,AEROSPATIALE,OTHER,0,EXLD,VMC,9,0,0,15
58.601665,-153.75,DE HAVILLAND,DHC-2,0,OWRK,VMC,9,1,0,12
61.2,-149.816665,CESSNA,150,0,PERS,VMC,9,0,0,17
60.303611,-156.899444,PIPER,PA-18,0,BUS,VMC,9,0,0,14
60.497222,-151.032775,PIPER,PA-12,0,PERS,VMC,9,0,0,15
62.580554,-152.583328,DE HAVILLAND,DHC-2,0,PERS,IMC,9,1,0,15
67.744163,-162.437774,PIPER,PA-12,0,PERS,VMC,9,0,0,12
64.899505,-148.159973,PIPER,PA-18-150,0,PERS,VMC,9,0,0,12
64.050552,-145.717224,OTHER,OTHER,1,PERS,VMC,9,1,1,20
70.638053,-159.99472,DE HAVILLAND,DHC-3,0,Unknown,VMC,9,0,1,11
60.766666,-158.800003,PIPER,PA-18,0,PERS,VMC,8,0,0,15
63.966667,-148.966659,CESSNA,172,0,PERS,VMC,8,0,0,19
65.195831,-146.121383,PIPER,J5A,0,PERS,VMC,8,0,0,18
61.583332,-149.092498,OTHER,OTHER,1,PERS,VMC,8,1,0,13
64.900321,-148.159042,PIPER,PA-32-300,0,PERS,VMC,8,0,0,12
58.599998,-153.750549,CESSNA,206,0,OWRK,VMC,8,0,0,6
70.309722,-152.056106,OTHER,OTHER,0,PUBU,VMC,8,1,0,18
64.133331,-148.351943,CHAMPION,7GCBC,0,PERS,VMC,8,0,0,14
61.424446,-149.407775,PIPER,PA-16,0,PERS,VMC,8,1,0,9
60.77111,-148.740005,CESSNA,U206G,0,Unknown,IMC,8,1,0,9
63.914443,-143.51416,PIPER,PA-18,0,Unknown,VMC,8,0,0,14
65.590278,-147.498611,PIPER,PA-14,0,PERS,VMC,8,0,0,19
67.253608,-150.20639,PIPER,PA-12,0,BUS,VMC,8,1,0,17
62.320556,-150.093612,PIPER,PA-14,0,PERS,VMC,8,0,1,11
61.0,-151.434448,PIPER,PA-18-150,0,PERS,VMC,8,0,0,13
68.982498,-149.731384,PIPER,PA-22-150,0,PERS,VMC,8,1,0,15
68.150054,-151.710693,DE HAVILLAND,OTHER,0,Unknown,VMC,8,0,0,16
61.394443,-149.84555,OTHER,8GCBC,0,INST,VMC,7,1,1,16
58.79111,-134.982498,DE HAVILLAND,DHC-3,0,Unknown,VMC,7,1,0,10
61.25,-149.966659,CESSNA,172N,0,PERS,VMC,7,0,0,17
61.029998,-150.618606,AERO COMMANDER,OTHER,0,OWRK,VMC,7,1,0,19
58.183334,-136.0,TAYLORCRAFT,F19,0,PERS,VMC,7,0,0,16
59.552776,-135.122772,EUROCOPTER,OTHER,0,Unknown,VMC,7,1,0,6
59.991664,-152.649169,CESSNA,180,0,POSI,VMC,7,0,0,11
61.462501,-149.933883,DE HAVILLAND,DHC-2,0,INST,VMC,7,0,0,11
61.186943,-149.96527,PIPER,PA-12,0,PERS,VMC,7,0,1,11
61.756942,-150.05278,LUSCOMBE,OTHER,0,PERS,VMC,7,0,0,7
59.290271,-156.649475,CESSNA,OTHER,0,PERS,VMC,7,0,0,6
64.916664,-148.800003,CESSNA,OTHER,0,Unknown,VMC,7,0,0,15
64.853614,-147.402221,OTHER,OTHER,1,PERS,VMC,7,1,0,13
64.815277,-147.856384,PIPER,PA-31,0,OWRK,VMC,7,0,1,8
61.873611,-151.506393,PIPER,PA-18-180,0,PERS,VMC,7,0,0,17
64.753334,-150.195007,PIPER,PA-28,0,PERS,IMC,7,1,0,13
61.186943,-149.96527,CESSNA,180,0,PERS,VMC,7,0,1,9
61.775276,-149.857223,OTHER,OTHER,1,PERS,VMC,7,1,0,5
58.63861,-137.66278,BEECH,OTHER,0,PERS,VMC,7,0,0,9
60.621944,-149.752227,PIPER,PA-12,0,PERS,VMC,6,1,0,16
66.889167,-151.484725,CESSNA,185F,0,PERS,VMC,6,1,1,17
64.806663,-147.762222,CESSNA,182,0,PERS,VMC,6,0,1,9
62.598609,-157.163894,OTHER,A-1,0,PERS,VMC,6,0,0,9
58.776668,-158.444442,CESSNA,185,0,PERS,VMC,6,0,0,14
61.256111,-150.10028,CESSNA,185F,0,PERS,VMC,6,0,0,18
61.455001,-148.75,PIPER,PA-18,0,PERS,VMC,6,0,0,8
61.416389,-149.507217,PIPER,PA-18-150,0,PERS,VMC,6,0,1,13
59.801944,-147.893051,CESSNA,182,0,PERS,VMC,6,0,0,13
58.564167,-134.53305,BELL,206L-1,0,Unknown,VMC,5,1,0,17
62.122222,-151.235549,ROBINSON,R44,0,Unknown,VMC,5,0,0,18
61.7775,-149.399169,PIPER,PA-12,0,PERS,VMC,5,0,0,15
61.683334,-150.083328,GRUMMAN,G-44,0,PERS,VMC,5,0,0,14
61.213611,-149.844451,CESSNA,180,0,PERS,VMC,5,0,1,9
60.528888,-150.720001,CESSNA,180,0,PERS,VMC,5,0,0,17
58.45,-154.066665,DE HAVILLAND,DHC-2,0,Unknown,VMC,5,1,0,12
61.372776,-150.260559,HELIO,H-250,0,PERS,VMC,5,0,1,17
58.962776,-156.93222,PIPER,PA-18,0,PERS,VMC,5,0,1,6
64.800003,-147.850006,MCDONNELL DOUGLAS,OTHER,0,Unknown,VMC,5,0,1,13
60.904724,-161.422225,CESSNA,207,0,Unknown,VMC,5,0,1,21
59.849773,-154.56015,PIPER,PA-18,0,BUS,VMC,5,0,0,9
62.567501,-150.235839,OTHER,OTHER,1,PERS,VMC,5,1,0,13
61.811943,-147.506942,CESSNA,170B,0,PERS,VMC,5,0,1,10
61.096668,-160.969451,CESSNA,172,0,Unknown,VMC,4,1,1,17
61.5,-149.552505,CESSNA,170B,0,PERS,VMC,4,1,0,10
61.433055,-151.644729,OTHER,OTHER,0,PUBU,VMC,4,0,0,0
62.18,-150.03334,PIPER,PA-18,0,PERS,VMC,4,0,1,12
61.416389,-149.507217,PIPER,PA-22-150,0,INST,VMC,4,0,1,12
59.074443,-135.273605,AEROSPATIALE,OTHER,0,Unknown,VMC,4,0,0,14
59.733333,-155.376388,TAYLORCRAFT,OTHER,0,PERS,VMC,4,1,0,9
61.255279,-148.508331,CESSNA,170B,0,PERS,VMC,3,0,0,16
60.525833,-158.391662,PIPER,PA-18,0,PERS,VMC,3,1,0,18
59.799999,-155.318893,ROBINSON,R44,0,Unknown,IMC,3,0,0,13
64.815277,-147.856384,CHAMPION,7GCB,0,PERS,VMC,3,0,1,17
55.919281,-159.490249,DOUGLAS,DC-3,0,Unknown,VMC,3,0,1,18
61.213611,-149.844451,ROBINSON,OTHER,0,PERS,VMC,2,0,1,10
61.407775,-148.572219,OTHER,OTHER,1,PERS,VMC,2,0,0,16
55.358333,-131.695831,OTHER,OTHER,0,FERY,IMC,1,1,1,12
60.11639,-143.262496,CESSNA,OTHER,0,Unknown,VMC,1,0,0,13
61.174446,-149.996383,CESSNA,OTHER,0,Unknown,VMC,1,0,1,14
60.155277,-149.21556,CESSNA,180,0,PERS,VMC,1,1,0,11
60.01889,-147.385833,TAYLORCRAFT,F-19,0,PERS,VMC,12,1,0,13
62.033332,-151.784439,PIPER,PA-18,0,PERS,VMC,12,0,0,16
65.316665,-166.449996,CESSNA,208,0,Unknown,VMC,12,0,1,14
60.939167,-164.641387,CESSNA,208B,0,Unknown,VMC,12,0,0,15
61.213611,-149.844451,CESSNA,180H,0,PERS,VMC,11,0,0,12
60.389167,-146.112228,CESSNA,185,0,PUBF,VMC,11,1,0,10
63.636112,-160.837219,CESSNA,208B,0,POSI,VMC,10,1,0,13
61.95,-151.183334,CESSNA,185,0,PERS,VMC,10,0,0,15
58.732776,-157.020004,CESSNA,172,0,PERS,VMC,10,0,1,10
64.75,-149.883331,OTHER,OTHER,1,PERS,VMC,10,0,0,8
61.75,-151.5,PIPER,PA-22,0,PERS,VMC,10,0,0,16
60.050277,-147.824722,CESSNA,206,0,POSI,VMC,10,0,0,10
64.708335,-148.300003,AVIAT,A-1B,0,PUBF,VMC,10,0,0,10
59.749721,-155.437774,CESSNA,185,0,PERS,VMC,10,0,0,18
60.0,-161.166671,CESSNA,182,0,PERS,VMC,9,0,0,20
66.555274,-147.483062,CESSNA,OTHER,0,OWRK,IMC,9,1,0,11
61.77861,-149.593048,CHAMPION,7EC,0,PERS,VMC,9,1,0,18
61.258335,-150.0,CESSNA,172,0,PERS,VMC,9,0,0,18
67.483329,-147.856384,AERONCA,7AC,0,PERS,VMC,9,0,0,17
64.171943,-150.495285,PIPER,PA-18,0,PERS,VMC,9,0,0,12
64.634445,-148.617218,BELLANCA,7GCBC,0,PERS,VMC,9,1,0,17
66.812774,-150.64389,CESSNA,185F,0,Unknown,VMC,9,0,1,19
64.183334,-147.75,PIPER,PA-18,0,PERS,VMC,9,0,0,18
59.2,-155.166671,CESSNA,180C,0,PERS,VMC,9,0,0,12
57.210094,-153.320251,CESSNA,185E,0,PERS,VMC,9,0,0,18
56.9594,-158.580139,DEHAVILLAND,DHC-2,0,POSI,VMC,9,0,0,17
60.750556,-158.862228,CESSNA,180,0,PERS,VMC,9,0,1,14
64.113334,-147.604995,PIPER,PA-18,0,PERS,VMC,9,0,0,11
62.083332,-154.666671,CESSNA,180,0,BUS,VMC,9,0,0,16
64.659164,-148.380279,CHAMPION,7KCAB,0,PERS,VMC,9,0,0,12
66.884719,-162.398605,CESSNA,207,0,Unknown,VMC,9,0,1,11
59.12611,-138.406951,CESSNA,206,0,PERS,VMC,9,0,1,16
61.166667,-151.034164,CESSNA,172,0,Unknown,VMC,8,0,0,11
61.166667,-149.983337,CESSNA,OTHER,0,PERS,VMC,8,0,1,20
64.033332,-148.171661,MAULE,M-5-210C,0,PERS,VMC,8,0,0,15
59.423332,-159.813339,DE HAVILLAND,BEAVER DHC-2 MK.1,0,BUS,VMC,8,1,0,15
61.213333,-149.845001,OTHER,OTHER,1,PERS,VMC,8,0,1,14
62.051387,-151.437225,CESSNA,U206E,0,Unknown,VMC,8,1,1,12
68.230003,-148.713333,PIPER,PA-18-150,0,PUBF,VMC,8,0,0,13
61.788887,-148.49028,TAYLORCRAFT,F19,0,PERS,VMC,8,0,0,18
65.390525,-148.330978,PIPER,PA-18,0,BUS,VMC,8,0,0,12
61.621665,-149.286392,OTHER,OTHER,1,PERS,VMC,8,1,1,14
68.089477,-145.600341,PIPER,PA-12,0,PERS,VMC,8,0,0,11
61.938056,-147.168609,PIPER,PA-18-150,0,PERS,VMC,8,0,0,8
61.633335,-149.53334,TAYLORCRAFT,OTHER,0,PERS,VMC,8,1,0,18
62.25,-142.833328,CESSNA,182,0,PERS,VMC,8,1,0,13
61.016666,-151.566665,PIPER,PA-22-150,0,INST,VMC,8,0,0,19
61.394443,-149.84555,AVIAT,A-1,0,INST,VMC,8,0,1,12
69.729942,-162.819351,BEECH,OTHER,0,PERS,VMC,8,1,0,11
56.361667,-160.188339,PIPER,PA-18,0,PERS,VMC,8,0,0,9
64.815277,-147.856384,CESSNA,170B,0,PERS,VMC,7,0,0,15
61.587501,-149.360275,PIPER,PA-18-150,0,PERS,VMC,7,0,0,10
64.318885,-147.818328,CESSNA,180,0,PERS,VMC,7,1,0,9
55.293334,-131.543334,DE HAVILLAND,DHC-3,0,Unknown,VMC,7,1,0,11
64.385002,-144.276672,MCDONNELL DOUGLAS,500D,0,PUBF,VMC,7,0,0,11
58.89611,-137.936111,MAULE,OTHER,0,PERS,VMC,7,0,0,15
59.281112,-158.597229,PIPER,PA-18-150,0,PERS,VMC,7,0,0,15
58.354999,-134.576385,AEROSPATIALE,OTHER,0,Unknown,VMC,7,0,1,11
