Latitude,Longitude,Make,Model,AmateurBuilt,PurposeOfFlight,WeatherCondition,EventMonth,InjuryBool,OccurredNearAirport,EventHour
61.619728,-148.980087,CESSNA,170B,0,PERS,VMC,5,0,1,14
62.449153,-149.789901,OTHER,OTHER,1,PERS,VMC,5,0,0,9
57.180259,-170.260314,SWEARINGEN,OTHER,0,UNK,IMC,5,0,1,16
57.790996,-152.399429,CESSNA,185,0,PERS,VMC,5,0,0,8
58.820781,-157.859893,CHAMPION,7GCB,0,UNK,VMC,5,0,1,14
59.210617,-160.540939,AVIAT,A-1,0,BUS,VMC,5,0,0,8
64.809265,-147.719497,CESSNA,172,0,INST,VMC,5,0,1,18
64.809814,-147.719345,OTHER,OTHER,1,PERS,VMC,5,0,1,17
58.820564,-157.859268,CESSNA,170,0,BUS,VMC,5,0,1,12
59.21009,-160.540374,CESSNA,170B,0,BUS,VMC,4,1,0,12
60.279613,-151.26033,PIPER,PA-18,0,PERS,VMC,4,0,1,15
60.83992,-149.399414,CESSNA,180,0,PERS,VMC,4,0,0,13
61.619445,-148.979782,CESSNA,150,0,PERS,VMC,4,1,0,8
61.620567,-148.98088,CESSNA,180H,0,PERS,VMC,4,0,0,8
67.239456,-161.189651,PIPER,PA-18,0,BUS,VMC,4,0,0,17
61.16082,-149.990753,PIPER,PA-14,0,PERS,VMC,4,0,1,14
0.0,0.0,PIPER,PA-28,0,PERS,VMC,4,0,1,12
62.889846,-160.099533,MAULE,M-5-210C,0,PERS,VMC,4,0,0,17
60.850955,-148.030639,CESSNA,206G,0,UNK,IMC,4,1,0,14
64.070404,-142.009002,CESSNA,170B,0,PERS,VMC,4,0,0,14
67.240425,-161.190093,CESSNA,207,0,UNK,IMC,4,1,0,12
61.619583,-148.979492,PIPER,PA-18,0,PERS,VMC,4,0,1,19
0.0,0.0,CESSNA,OTHER,0,INST,VMC,4,1,0,15
63.699886,-144.889053,PIPER,PA-11,0,PERS,VMC,4,0,0,13
61.160785,-149.989242,STINSON,OTHER,0,PERS,VMC,4,0,0,10
63.700698,-144.88977,MCDONNELL DOUGLAS,OTHER,0,POSI,VMC,4,1,0,19
64.810485,-147.720016,CESSNA,185,0,PERS,VMC,4,0,1,16
61.460079,-150.090499,CESSNA,180,0,UNK,VMC,4,0,1,20
55.919803,-159.489532,DOUGLAS,OTHER,0,UNK,VMC,4,0,1,12
61.159824,-149.989822,CESSNA,185,0,PERS,VMC,3,0,1,16
60.319126,-150.789749,STINSON,108-3,0,PERS,VMC,3,0,1,16
57.439899,-134.479248,HELIO,OTHER,0,UNK,VMC,3,0,0,9
61.619712,-148.980285,TAYLORCRAFT,OTHER,0,PERS,VMC,3,0,0,20
63.009532,-149.399551,PIPER,PA-12,0,INST,VMC,3,0,0,11
61.409461,-149.1707,BELLANCA,7ECA,0,PERS,VMC,3,0,1,11
61.889682,-149.72911,CESSNA,206,0,POSI,VMC,3,0,0,19
61.159801,-149.989791,CESSNA,180,0,INST,VMC,3,0,1,18
63.609157,-154.779983,CESSNA,185,0,UNK,VMC,3,0,0,17
61.159759,-149.989273,CESSNA,185,0,PERS,VMC,3,0,1,18
61.930507,-151.730148,CESSNA,185F,0,UNK,VMC,3,0,0,18
55.610984,-131.580825,CESSNA,172,0,INST,VMC,3,1,0,17
61.160411,-149.989593,CESSNA,OTHER,0,PERS,VMC,3,0,1,20
64.710327,-164.62001,PIPER,PA-32-301,0,UNK,IMC,3,1,0,14
67.239952,-161.190872,PIPER,PA-22,0,PERS,VMC,3,0,0,14
64.810485,-147.720779,BOEING,OTHER,0,UNK,VMC,2,0,1,1
67.23957,-161.189193,CESSNA,206,0,POSI,VMC,1,0,1,13
61.929256,-151.729888,PIPER,PA-18,0,PERS,VMC,1,0,0,16
65.180496,-152.069656,CESSNA,180,0,PERS,VMC,12,0,0,12
66.010276,-149.070938,CESSNA,OTHER,0,BUS,VMC,12,0,1,13
64.710929,-164.620513,BEECH,OTHER,0,UNK,VMC,12,1,1,14
60.810348,-161.849166,CESSNA,207A,0,POSI,VMC,12,0,1,16
63.69918,-144.88977,PIPER,PA-11,0,PERS,VMC,12,0,1,11
66.58953,-160.019943,CESSNA,U206G,0,UNK,VMC,12,0,1,20
59.399719,-151.320236,PIPER,PA-32-300,0,UNK,VMC,12,1,1,13
64.939712,-161.149063,CESSNA,OTHER,0,PUBU,VMC,11,0,1,16
60.27975,-151.259475,CESSNA,172,0,PERS,VMC,11,1,0,16
61.199348,-158.60028,CESSNA,207,0,POSI,VMC,11,0,0,14
59.510383,-139.710632,BELLANCA,8GCBC,0,PERS,IMC,11,0,0,10
57.790634,-152.399291,CESSNA,206,0,UNK,VMC,11,0,1,17
60.539539,-165.139663,CESSNA,207,0,UNK,VMC,11,0,1,17
64.810302,-147.720748,BELLANCA,8GCBC,0,PUBU,VMC,10,1,1,14
57.789119,-152.400054,CESSNA,185,0,POSI,VMC,10,0,0,11
61.160312,-149.98999,PIPER,PA-18-150,0,PERS,VMC,10,0,0,17
59.510082,-139.710586,CESSNA,185,0,PERS,VMC,10,0,1,15
60.900833,-148.910049,PIPER,PA-18,0,PERS,VMC,10,0,0,18
60.069335,-151.420425,BEECH,OTHER,0,POSI,VMC,10,1,0,9
61.939598,-157.62091,PIPER,PA-18,0,PERS,VMC,10,1,0,17
61.080615,-151.159088,PIPER,PA-18,0,PERS,VMC,10,0,0,14
55.219032,-162.779769,CESSNA,180K,0,POSI,VMC,10,0,0,12
63.679462,-150.029479,CESSNA,150M,0,BUS,VMC,10,1,1,14
58.110527,-135.399581,CESSNA,150,0,PERS,VMC,10,1,1,14
55.460601,-132.830047,CESSNA,180,0,PERS,VMC,9,0,0,13
0.0,0.0,CESSNA,150,0,BUS,VMC,9,0,0,17
58.41941,-135.779754,PIPER,OTHER,0,UNK,VMC,9,0,0,17
61.210781,-149.249725,MAULE,M-7-235,0,UNK,VMC,9,0,0,16
61.199489,-158.59909,PIPER,PA-12,0,PERS,VMC,9,0,1,15
60.20026,-154.279144,CESSNA,180,0,PERS,VMC,9,0,0,18
57.049316,-132.619842,CESSNA,185,0,PERS,Unknown,9,1,0,14
67.729232,-164.550277,PIPER,PA-18-150,0,BUS,VMC,9,1,0,14
63.699748,-144.890853,PIPER,PA-18-150,0,PERS,VMC,9,0,0,19
62.100814,-145.53096,BELL,206B,0,PUBU,VMC,9,1,0,15
62.100669,-145.530014,CESSNA,180A,0,POSI,VMC,9,0,0,10
61.620323,-148.980529,PIPER,PA-18,0,PERS,VMC,9,1,0,17
61.220737,-149.850799,PIPER,PA-12,0,PERS,VMC,9,0,0,17
61.220657,-149.849685,CESSNA,140,0,PERS,VMC,9,0,0,21
61.19905,-158.599563,MAULE,OTHER,0,UNK,VMC,9,0,0,16
62.100273,-145.530654,CESSNA,172N,0,PERS,VMC,9,1,0,16
59.399726,-151.319702,CESSNA,206,0,POSI,VMC,9,0,1,7
58.750507,-156.539382,CESSNA,180,0,BUS,VMC,9,0,0,13
61.460666,-150.090393,CHAMPION,7GCBC,0,PERS,VMC,9,0,0,15
61.929687,-151.729629,SHORT BROTHERS,OTHER,0,POSI,IMC,9,1,0,12
61.679264,-157.159255,PIPER,PA-18,0,BUS,VMC,8,0,1,13
70.429595,-149.290298,PIPER,PA-18-150,0,UNK,VMC,8,1,0,11
58.579612,-134.770538,PIPER,OTHER,0,UNK,VMC,8,0,0,9
60.320915,-150.790527,CESSNA,172,0,PERS,VMC,8,1,0,21
60.659137,-150.900802,CESSNA,182,0,PERS,VMC,8,0,0,20
61.620342,-148.980178,CHAMPION,7ECA,0,PERS,VMC,8,1,0,11
61.219768,-149.849029,PIPER,PA-18A,0,PERS,VMC,8,1,0,18
66.56034,-145.249542,CESSNA,180,0,PERS,VMC,8,0,0,18
70.120452,-143.6595,PIPER,OTHER,0,PERS,VMC,8,1,0,14
61.160614,-149.989425,OTHER,OTHER,0,UNK,VMC,8,1,1,22
61.159324,-149.990325,CESSNA,206,0,PERS,VMC,8,0,0,22
0.0,0.0,CESSNA,180,0,PERS,VMC,8,0,0,12
61.930236,-151.72966,PIPER,PA-18A,0,BUS,VMC,8,0,0,9
62.099094,-145.530319,AERONCA,15AC,0,PERS,VMC,8,0,0,13
65.250305,-166.359512,CESSNA,185A,0,BUS,VMC,8,0,1,10
60.199382,-154.279907,MAULE,OTHER,0,PERS,VMC,8,1,1,19
59.210903,-160.539398,PIPER,PA-32-301,0,POSI,VMC,8,0,1,11
62.449699,-149.790924,OTHER,OTHER,1,PERS,VMC,8,0,1,13
62.869693,-153.869293,SHORT BROTHERS,OTHER,0,UNK,VMC,8,0,0,10
60.790641,-145.609786,CESSNA,172,0,BUS,VMC,8,0,0,14
61.200347,-158.59909,PIPER,PA-18,0,PERS,VMC,8,0,1,10
60.78981,-145.60997,PIPER,PA-18,0,PERS,VMC,8,1,0,21
59.850711,-154.559829,DE HAVILLAND,DHC-2,0,BUS,VMC,8,0,0,8
60.199329,-154.28096,PIPER,PA-18-160,0,PERS,VMC,8,0,0,19
64.810585,-147.720077,CESSNA,170,0,PERS,VMC,8,1,0,19
55.610462,-131.580017,PIPER,PA-12,0,PERS,VMC,8,0,0,18
65.790756,-144.200057,PIPER,PA-18,0,PERS,VMC,8,1,0,13
60.539474,-150.789886,CESSNA,206,0,PERS,VMC,8,0,0,20
61.930553,-151.729476,CESSNA,206G,0,UNK,VMC,8,0,0,9
60.680065,-162.000213,PIPER,PA-22-150,0,PERS,VMC,8,0,0,16
61.739555,-148.219116,CESSNA,OTHER,0,PERS,VMC,8,1,0,11
57.789028,-152.400604,GRUMMAN,G-44,0,UNK,VMC,7,0,1,18
64.770294,-147.330459,CESSNA,OTHER,0,PERS,VMC,7,1,0,12
60.200584,-154.279296,CESSNA,206G,0,PERS,VMC,7,0,1,15
60.79071,-145.610519,CESSNA,OTHER,0,PERS,IMC,7,1,1,11
60.659736,-150.900939,CESSNA,182,0,PERS,VMC,7,0,1,19
62.450393,-149.789611,BELL,206B,0,PERS,VMC,7,1,0,13
61.079093,-151.160369,PIPER,PA-18,0,PERS,VMC,7,0,1,7
66.019027,-165.910232,CESSNA,207,0,PERS,VMC,7,0,1,12
0.0,0.0,PIPER,PA-12,0,PERS,VMC,7,1,1,15
67.240158,-152.269348,BELL,OTHER,0,UNK,VMC,7,0,1,17
58.750007,-156.539123,CESSNA,206,0,BUS,VMC,7,0,0,7
63.700344,-144.889419,HUGHES,500D,0,UNK,VMC,7,0,0,12
61.159214,-149.989242,PIPER,PA-12,0,PERS,VMC,7,0,1,22
64.469696,-148.570709,CESSNA,150,0,PERS,VMC,7,0,1,16
61.609943,-160.200042,CESSNA,150,0,PERS,VMC,7,0,1,14
58.800464,-156.899551,CESSNA,OTHER,0,AOBV,VMC,7,1,0,17
55.610565,-131.57936,DE HAVILLAND,DHC-3,0,UNK,VMC,7,0,0,18
58.750148,-156.53955,CESSNA,180K,0,PERS,VMC,7,0,0,18
67.240577,-152.270721,CESSNA,OTHER,0,PUBU,VMC,7,0,0,11
67.239959,-161.189086,CESSNA,172,0,PERS,VMC,7,0,0,17
59.15921,-135.85913,PIPER,PA-32R-300,0,UNK,VMC,7,1,0,14
61.160175,-149.989105,STINSON,108-2,0,PERS,VMC,7,0,1,21
64.720932,-158.110733,PIPER,PA-18,0,PERS,VMC,7,1,0,21
58.799568,-156.899642,CESSNA,180,0,PERS,VMC,7,0,0,18
58.800865,-156.899429,PIPER,PA-18-160,0,PERS,VMC,7,0,0,14
59.399715,-151.319427,PIPER,PA-20,0,PERS,VMC,7,0,0,13
61.450107,-143.150009,BEECH,OTHER,0,PERS,VMC,7,0,1,11
66.020935,-165.910919,STINSON,108-2,0,PERS,VMC,6,0,1,21
57.790691,-152.400451,PIPER,PA-32-301,0,UNK,IMC,6,1,0,20
62.449237,-149.790206,CESSNA,185,0,UNK,VMC,6,0,0,16
61.619682,-148.98027,MAULE,OTHER,0,PERS,VMC,6,0,1,23
64.809661,-147.719192,CESSNA,185,0,PERS,VMC,6,0,1,21
62.449447,-149.789169,CESSNA,208,0,UNK,VMC,6,0,0,8
61.079132,-151.160507,PIPER,PA-18-150,0,PERS,VMC,6,0,0,17
63.700244,-144.889938,CESSNA,172,0,PERS,VMC,6,0,1,22
61.149318,-146.809265,PIPER,PA-31,0,PERS,IMC,6,1,0,15
68.149391,-151.709976,CESSNA,172,0,PERS,IMC,6,1,0,16
58.420936,-135.780731,CESSNA,172,0,UNK,VMC,6,0,1,10
60.20914,-162.029022,CESSNA,180,0,PERS,VMC,6,0,0,18
64.809822,-147.720138,PIPER,PA-18-150,0,PERS,VMC,6,0,1,17
59.959598,-154.870834,DE HAVILLAND,DHC-2,0,BUS,VMC,6,1,0,16
62.100727,-145.530044,CESSNA,170B,0,PERS,VMC,6,0,1,12
60.409229,-162.649307,CESSNA,402B,0,BUS,VMC,6,0,1,15
55.609596,-131.580261,HUGHES,500D,0,OWRK,VMC,6,1,0,5
58.820663,-157.860168,GRUMMAN,G-44,0,PERS,VMC,6,0,0,21
61.080764,-151.159606,OTHER,A-1,0,PERS,VMC,6,0,0,19
61.16011,-149.990829,CHAMPION,OTHER,0,PERS,VMC,6,1,0,16
59.569259,-135.350479,CESSNA,172,0,PERS,VMC,6,0,1,22
0.0,0.0,PIPER,PA-18,0,PERS,VMC,6,0,0,17
58.750156,-156.539916,DE HAVILLAND,DHC-2,0,BUS,VMC,6,0,0,7
64.809928,-147.719894,CHAMPION,7GCB,0,PERS,VMC,6,0,0,23
63.609951,-154.779525,LOCKHEED,OTHER,0,UNK,VMC,6,0,1,14
64.650955,-150.899932,PIPER,PA-18-150,0,PERS,VMC,6,0,1,17
61.079017,-151.160018,PIPER,PA-18-160,0,PUBU,VMC,6,0,0,9
63.700523,-144.890945,PIPER,PA-18,0,PERS,VMC,6,0,0,18
61.619388,-148.980895,PIPER,J3C-65,0,PERS,VMC,6,1,0,14
55.260269,-160.659255,PIPER,PA-18-150,0,UNK,VMC,6,0,1,19
59.570594,-135.349609,AEROSPATIALE,AS-350-B2,0,UNK,VMC,5,0,0,10
64.740989,-156.850143,PIPER,PA-18-150,0,PERS,VMC,5,0,0,21
58.819385,-157.860595,PIPER,PA-22,0,PERS,VMC,5,0,0,18
62.450523,-149.790939,CESSNA,185,0,UNK,VMC,5,1,0,18
60.809337,-161.849914,CESSNA,206,0,UNK,VMC,5,0,0,10
60.840877,-149.4001,PIPER,PA-18-160,0,PERS,VMC,5,0,1,9
0.0,0.0,CESSNA,150,0,INST,IMC,5,1,0,12
61.160964,-149.989776,MAULE,OTHER,0,PERS,VMC,5,0,1,17
64.810317,-147.720535,BELLANCA,8GCBC,0,PUBU,VMC,5,0,1,11
61.740409,-148.220306,CESSNA,170B,0,PERS,VMC,5,0,0,17
58.819404,-157.85968,PIPER,PA-31-350,0,UNK,VMC,5,0,1,13
61.410232,-149.170196,PIPER,PA-18,0,PERS,VMC,5,1,0,9
61.159137,-149.990814,CESSNA,OTHER,0,PERS,VMC,5,0,0,21
55.610706,-131.58049,CESSNA,185,0,POSI,VMC,4,0,0,8
57.21088,-153.320358,CESSNA,207,0,POSI,IMC,4,1,0,19
67.729942,-164.549362,DOUGLAS,OTHER,0,BUS,VMC,4,0,1,13
58.820934,-157.859558,PIPER,OTHER,0,PERS,VMC,4,0,1,12
63.010551,-149.399887,CESSNA,180B,0,BUS,IMC,4,1,0,7
60.809997,-161.849884,CESSNA,180A,0,POSI,VMC,4,0,1,18
62.1007,-145.52951,PIPER,PA-18,0,PUBU,VMC,4,0,1,18
60.319381,-150.789916,PIPER,PA-12,0,INST,VMC,4,0,1,16
69.219902,-146.790466,CESSNA,170A,0,INST,VMC,3,0,1,18
61.530551,-165.600936,CESSNA,206G,0,UNK,VMC,3,0,1,10
70.429832,-149.289093,HELIO,OTHER,0,UNK,VMC,3,0,1,17
61.220378,-149.849975,CESSNA,152,0,INST,VMC,3,0,1,13
61.219535,-149.850952,CESSNA,172N,0,INST,VMC,3,0,1,14
0.0,0.0,CESSNA,207A,0,UNK,IMC,3,0,1,12
62.100479,-145.530563,CESSNA,150M,0,INST,VMC,3,0,1,15
61.930114,-151.730651,PIPER,OTHER,0,FERY,VMC,3,0,0,18
55.680534,-132.190673,CESSNA,207A,0,UNK,IMC,3,1,0,8
0.0,0.0,CHAMPION,8GCBC,0,PERS,VMC,3,0,0,14
60.200786,-154.279724,CESSNA,185F,0,PERS,VMC,3,0,1,14
67.239852,-161.189697,CESSNA,207A,0,UNK,VMC,2,1,0,13
57.789661,-152.400848,CESSNA,185F,0,UNK,VMC,2,0,1,13
60.900447,-161.229614,PIPER,PA-32-300,0,UNK,VMC,1,0,1,11
62.62976,-160.200195,CESSNA,172,0,PERS,VMC,1,0,0,14
61.51926,-149.569351,PIPER,PA-18,0,PERS,VMC,1,0,0,11
53.88948,-166.539871,PIPER,OTHER,0,PERS,VMC,1,0,1,19
60.900669,-161.229476,CESSNA,207,0,POSI,VMC,1,0,1,11
55.45956,-132.829803,CESSNA,208,0,UNK,VMC,1,0,0,11
59.489929,-157.290054,CESSNA,OTHER,0,BUS,VMC,12,0,1,11
63.180873,-143.100402,CESSNA,140,0,PERS,VMC,12,0,1,12
64.0895,-160.359375,CESSNA,172,0,PERS,VMC,12,0,1,15
58.57978,-134.770568,PIPER,PA-18,0,PERS,VMC,12,0,0,11
62.060375,-163.290161,CESSNA,207,0,UNK,IMC,12,0,0,14
61.619293,-148.980819,PIPER,PA-18,0,PERS,VMC,12,0,0,14
0.0,0.0,CESSNA,185,0,UNK,VMC,12,1,1,12
61.159,-149.990356,BOEING,OTHER,0,UNK,VMC,12,1,0,15
64.630256,-162.339675,CESSNA,402C,0,UNK,IMC,12,1,0,20
57.439918,-134.479461,CESSNA,206,0,UNK,IMC,12,1,0,14
60.659107,-150.900024,BELL,206B,0,UNK,VMC,12,0,0,13
60.659519,-150.899414,CESSNA,206,0,UNK,IMC,12,1,0,8
58.579757,-134.77069,BELL,206,0,UNK,VMC,11,1,0,14
61.159793,-149.989212,CESSNA,185F,0,PERS,VMC,11,0,1,16
60.899219,-161.420455,CESSNA,207,0,UNK,VMC,11,0,1,18
60.81097,-161.850738,CESSNA,172,0,UNK,IMC,11,0,1,16
60.660228,-150.900573,PIPER,PA-12,0,INST,VMC,11,0,0,14
61.219058,-149.850082,MCDONNELL DOUGLAS,OTHER,0,UNK,VMC,11,0,1,12
62.86956,-153.869979,AERONCA,OTHER,0,BUS,VMC,10,0,0,13
61.619228,-148.979644,STINSON,108-2,0,PERS,VMC,10,0,0,14
67.240364,-161.189849,CESSNA,A185F,0,UNK,VMC,10,0,1,11
61.220321,-149.850097,PIPER,OTHER,0,PERS,VMC,10,0,0,16
61.199302,-158.600082,CESSNA,180,0,PERS,VMC,10,0,0,15
61.159744,-149.989593,MCDONNELL DOUGLAS,OTHER,0,UNK,VMC,9,0,1,20
0.0,0.0,CESSNA,170A,0,INST,VMC,9,1,1,17
64.74028,-156.850112,PIPER,PA-18-160,0,PERS,VMC,9,0,0,16
0.0,0.0,CESSNA,A185E,0,BUS,IMC,9,1,0,9
64.470771,-148.570556,CESSNA,140,0,PERS,VMC,9,0,1,13
0.0,0.0,ARTIC AIRCRAFT CORP.,S-1B2,0,PERS,VMC,9,1,1,10
0.0,0.0,PIPER,PA-18-150,0,BUS,VMC,9,1,0,13
60.849987,-148.030303,DE HAVILLAND,DHC2,0,UNK,VMC,9,0,1,12
60.199131,-154.27919,PIPER,PA-18-150,0,UNK,VMC,9,0,0,20
57.789871,-152.399368,PIPER,PA-18,0,PERS,VMC,9,0,0,9
61.079498,-151.160339,CESSNA,140,0,PERS,VMC,9,0,1,19
64.900154,-148.15953,CHAMPION,7ECA,0,PERS,Unknown,9,0,1,0
55.919155,-159.490631,PIPER,PA-18-150,0,PERS,VMC,9,0,0,19
59.960662,-154.869323,PIPER,PA-12,0,BUS,VMC,9,0,0,18
64.900543,-148.159378,OTHER,OTHER,1,PERS,VMC,9,0,0,13
62.100227,-145.529159,PIPER,PA-18,0,PERS,VMC,9,1,0,17
60.200008,-154.280761,MAULE,OTHER,0,PERS,VMC,9,0,0,19
63.179012,-143.100082,PIPER,PA-18,0,UNK,VMC,9,0,1,11
66.559837,-145.250854,CESSNA,180B,0,PERS,VMC,9,0,0,11
67.240051,-161.189025,CESSNA,208,0,UNK,VMC,8,0,1,18
68.090026,-145.59967,CESSNA,170B,0,BUS,VMC,8,0,1,12
61.219409,-149.849578,STINSON,108-1,0,PERS,VMC,8,0,0,22
58.419414,-135.780609,BELL,OTHER,0,POSI,VMC,8,0,0,21
59.850803,-154.559677,PIPER,PA-18,0,PERS,VMC,8,0,0,15
62.100463,-145.530181,PIPER,PA-18,0,PERS,VMC,8,1,0,22
62.451,-149.789413,CESSNA,OTHER,0,PERS,VMC,8,0,0,13
63.000587,-141.689987,PIPER,OTHER,0,PERS,IMC,8,1,0,12
63.700778,-144.889236,CESSNA,150,0,PERS,VMC,8,0,1,9
61.739971,-148.219421,PIPER,PA-12,0,BUS,VMC,8,0,0,10
68.089317,-145.600509,HELIO,OTHER,0,BUS,VMC,8,0,0,20
58.820549,-157.859649,PIPER,PA-18,0,PERS,VMC,8,0,0,17
55.610488,-131.579452,CESSNA,182B,0,PERS,VMC,8,0,1,20
61.930736,-151.730072,DE HAVILLAND,DHC-2,0,UNK,VMC,8,0,0,18
56.410774,-131.610183,CESSNA,172,0,PERS,VMC,8,0,0,11
61.460849,-150.090011,CESSNA,172,0,PERS,VMC,8,1,0,11
60.659759,-150.899047,PIPER,PA-32-260,0,UNK,VMC,8,1,0,9
63.180698,-143.09996,HELIO,OTHER,0,UNK,VMC,8,0,0,17
60.200542,-154.280578,DE HAVILLAND,DHC-2,0,UNK,VMC,8,1,0,17
61.210716,-149.24971,TAYLORCRAFT,BC12-D,0,PERS,VMC,8,1,0,17
61.929912,-151.730621,CESSNA,206,0,POSI,VMC,8,0,1,15
64.899414,-148.159347,CESSNA,206,0,UNK,VMC,8,1,1,12
61.08057,-151.159805,BELL,206B,0,BUS,VMC,8,0,0,12
70.429862,-149.289199,PIPER,PA-22-150,0,PERS,VMC,8,0,1,14
57.789516,-152.400955,DE HAVILLAND,DHC-2,0,UNK,IMC,8,1,0,13
58.750801,-156.539291,CESSNA,206,0,BUS,VMC,8,0,0,16
63.17995,-143.10028,CESSNA,206,0,UNK,VMC,8,0,0,14
58.580234,-134.769485,CESSNA,206,0,PERS,VMC,8,0,0,11
64.770378,-147.330368,CHAMPION,7GCBC,0,PERS,VMC,8,0,0,21
64.370422,-146.589614,STINSON,108,0,PERS,VMC,8,0,0,18
60.849945,-148.030349,ROBINSON,R-22,0,FERY,IMC,8,0,0,14
64.770484,-147.329452,OTHER,OTHER,1,PERS,VMC,7,0,0,14
64.430427,-141.219268,PIPER,PA-12,0,PERS,Unknown,7,0,0,13
60.660457,-150.899291,BELL,206,0,UNK,VMC,7,1,0,18
70.429313,-149.290206,PIPER,PA-18-150,0,PERS,VMC,7,0,0,13
61.209434,-149.890975,CESSNA,A185F,0,PERS,VMC,7,0,0,9
65.179634,-152.070404,CESSNA,150,0,PERS,VMC,7,0,1,13
59.160797,-135.860107,CESSNA,OTHER,0,UNK,VMC,7,0,0,15
58.580608,-134.769943,AEROSPATIALE,OTHER,0,UNK,VMC,7,0,0,16
61.210006,-149.890792,CESSNA,206,0,UNK,VMC,7,0,0,12
55.920467,-159.490509,PIPER,OTHER,0,UNK,VMC,7,1,1,11
61.620922,-148.980529,CESSNA,180,0,PERS,VMC,7,0,1,20
64.809997,-147.720474,PIPER,PA-18-150,0,PERS,VMC,7,1,0,10
67.569686,-162.999908,CESSNA,206,0,UNK,VMC,7,0,0,12
62.449596,-149.789169,PIPER,PA-20,0,PERS,VMC,7,0,1,9
60.660182,-150.900955,DE HAVILLAND,DHC-2,0,BUS,VMC,7,0,0,23
60.810863,-161.850662,PIPER,PA-18-150,0,PERS,VMC,7,0,0,22
58.820915,-157.860153,PIPER,PA-32-301,0,UNK,VMC,7,1,1,12
59.95914,-154.870208,DE HAVILLAND,DHC-2,0,UNK,VMC,7,0,0,12
60.659107,-150.900115,CESSNA,T207,0,UNK,VMC,7,1,1,17
61.259201,-149.600891,PIPER,PA-18-150,0,PERS,VMC,7,0,0,19
62.999408,-141.690277,MAULE,OTHER,0,PERS,VMC,7,0,1,13
58.58052,-134.770339,BOEING,OTHER,0,UNK,VMC,7,0,1,19
63.699615,-144.88945,PIPER,PA-22,0,PERS,VMC,6,1,0,21
61.160686,-149.990081,MAULE,M-5,0,PERS,VMC,6,0,1,16
62.439319,-165.149826,PIPER,PA-31-350,0,BUS,VMC,6,0,1,16
64.769577,-147.330825,PIPER,PA-18-150,0,PERS,VMC,6,0,0,12
58.58012,-134.769973,DE HAVILLAND,DHC-3,0,UNK,IMC,6,1,0,20
61.219459,-149.849456,PIPER,PA-12,0,INST,VMC,6,0,1,15
55.609283,-131.580657,CESSNA,185,0,UNK,VMC,6,0,0,14
60.809307,-161.85025,MAULE,OTHER,0,PERS,VMC,6,0,1,14
0.0,0.0,TAYLORCRAFT,F-19,0,PERS,VMC,6,0,0,18
58.80001,-156.899826,AERONCA,7AC,0,PERS,VMC,6,1,0,15
61.080879,-151.160934,HILLER,OTHER,0,PERS,VMC,6,0,0,20
0.0,0.0,PIPER,PA-12,0,PERS,VMC,6,0,0,14
67.240486,-161.190902,PIPER,PA-18,0,INST,VMC,5,0,1,22
64.900123,-148.160964,CESSNA,185F,0,PERS,VMC,5,0,1,11
70.099899,-149.870056,PIPER,PA-20,0,PERS,VMC,5,0,1,14
60.659236,-150.899078,CESSNA,152,0,INST,VMC,5,1,0,12
61.619323,-148.980667,PIPER,J5A,0,PERS,VMC,5,0,1,11
57.49998,-157.279388,PIPER,PA-18-150,0,BUS,VMC,5,0,1,12
64.809295,-147.719726,CHAMPION,7GCBC,0,PERS,VMC,5,0,1,17
66.569442,-152.950149,PIPER,PA-32-300,0,UNK,VMC,5,0,1,0
58.420314,-135.78041,BEECH,OTHER,0,PERS,VMC,5,0,0,16
64.899925,-148.160446,MAULE,OTHER,0,PERS,VMC,4,0,1,14
63.780075,-148.51918,PIPER,OTHER,0,BUS,VMC,4,0,0,17
61.14925,-146.80986,HILLER,OTHER,0,UNK,VMC,4,0,0,13
63.700355,-144.889694,CESSNA,A185F,0,BUS,VMC,4,0,0,11
64.650749,-150.900115,HELIO,OTHER,0,UNK,VMC,4,0,0,9
61.180038,-149.879974,CESSNA,207,0,UNK,VMC,3,1,1,15
56.409652,-131.609649,BELL,206B,0,UNK,VMC,3,1,0,15
62.099781,-145.530914,CESSNA,180,0,PERS,VMC,3,0,0,9
60.319835,-150.79013,PIPER,PA-18,0,INST,VMC,3,0,1,18
61.410858,-149.170837,CESSNA,170B,0,PERS,VMC,3,0,0,16
61.410049,-149.170181,CESSNA,152,0,INST,VMC,3,0,1,13
70.100593,-149.870086,BOEING,OTHER,0,UNK,VMC,3,0,1,17
64.810455,-147.719589,LOCKHEED,OTHER,0,UNK,VMC,3,0,1,0
67.240875,-161.18991,CESSNA,402,0,PERS,VMC,2,0,1,22
58.820804,-157.860534,CESSNA,206,0,UNK,VMC,2,0,1,18
61.220317,-149.84909,CESSNA,180A,0,PERS,VMC,2,0,1,15
60.659564,-150.899719,PIPER,PA-12,0,PERS,VMC,2,1,0,13
59.870769,-163.179077,CESSNA,207,0,UNK,VMC,2,0,1,18
61.219787,-149.849227,PIPER,PA-28,0,PERS,VMC,1,1,1,14
61.619495,-148.979248,PIPER,PA-18-160,0,PERS,VMC,1,1,0,12
61.459484,-150.090881,CESSNA,150,0,INST,VMC,1,0,1,15
60.200111,-154.279556,PIPER,PA-18,0,PERS,VMC,12,1,0,16
